Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
9077,OutRun 2,XB,2004.0,Racing,Sega,0.11,0.03,0.0,0.01,0.14,,,,,,
9078,Okami,PS3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,
9079,Marvel vs. Capcom 2: New Age of Heroes,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,,,,,,
9080,Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,65.0,12.0,,,Million,E
9081,NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,EA Tiburon,E
9082,Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,81.0,27.0,9.1,32.0,Io Interactive,M
9083,Soukaigi,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,,,,,,
9084,PANGYA: Fantasy Golf,PSP,2009.0,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,77.0,16.0,7.0,13.0,Ntreev Soft,E10+
9085,Fast Food Panic,DS,2010.0,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,,,,,Dorasu,E
9086,Pipe Mania,PS2,2008.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,68.0,4.0,,,Razorworks Studios,E
9087,Xevious 3D/G+,PS,1997.0,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,,,,,,
9088,Metal Gear Solid V: Ground Zeroes,X360,2014.0,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,148.0,Kojima Productions,M
9089,Gretzky NHL 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,65.0,22.0,6.8,4.0,Page 44 Studios,E10+
9090,Shonen Jump's Shaman King: Master of Spirits,GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,,,,,,
9091,Kid Adventures: Sky Captain,Wii,2010.0,Action,Unknown,0.09,0.04,0.0,0.01,0.14,,,,,Torus Games,E
9092,NFL Blitz 20-03,XB,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,72.0,12.0,7.8,4.0,Point of View,E
9093,PaRappa The Rapper,PSP,2006.0,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.14,67.0,43.0,5.2,16.0,Epics,E
9094,Pirates: The Legend of Black Kat,PS2,2002.0,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,72.0,24.0,7.9,8.0,Westwood Studios,T
9095,Fur Fighters: Viggo's Revenge,PS2,2001.0,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,64.0,15.0,7.3,37.0,Bizarre Creations,T
9096,Thor: God of Thunder,PS3,2011.0,Action,Sega,0.07,0.05,0.0,0.02,0.14,39.0,35.0,4.4,19.0,Liquid Entertainment,T
9097,Krull,2600,1982.0,Action,Atari,0.13,0.01,0.0,0.0,0.14,,,,,,
9098,The Walking Dead: Season One,PSV,2013.0,Adventure,Square Enix,0.1,0.0,0.01,0.03,0.14,,,,,,
9099,Yu-Gi-Oh! Monster Capture GB,GB,2000.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,
9100,Zapper: One Wicked Cricket!,GBA,2002.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,,,,,,
9101,Skylanders Imaginators,PS4,2016.0,Platform,Activision,0.04,0.08,0.0,0.02,0.14,80.0,47.0,5.5,17.0,Toys for Bob,E10+
9102,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010.0,Sports,Black Bean Games,0.12,0.01,0.0,0.01,0.14,,,,,,
9103,The Da Vinci Code,PS2,2006.0,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,54.0,43.0,8.0,24.0,Double Helix Games,T
9104,Scooby-Doo! Night of 100 Frights,XB,2003.0,Platform,THQ,0.11,0.03,0.0,0.01,0.14,,,,,,
9105,Naruto Shippuden: Ninja Destiny 3,DS,2006.0,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,,,,,,
9106,Ford Racing Off Road,PSP,2008.0,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,47.0,6.0,,,Razorworks,E
9107,Chicken Shoot,DS,2007.0,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,19.0,4.0,3.1,7.0,FrontLine Studios,E10+
9108,Dead to Rights,GC,2002.0,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,77.0,16.0,8.7,7.0,Namco,M
9109,Scarface: The World is Yours,Wii,2007.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,71.0,23.0,8.4,29.0,Radical Entertainment,M
9110,Top Spin 4,Wii,2011.0,Sports,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,54.0,8.0,7.4,7.0,2K Games,E
9111,Sphinx and the Cursed Mummy,GC,2003.0,Action,THQ,0.11,0.03,0.0,0.0,0.14,79.0,22.0,8.8,12.0,Eurocom Entertainment Software,T
9112,Disney's Planes,Wii,2013.0,Simulation,Disney Interactive Studios,0.07,0.06,0.0,0.01,0.14,,,,,Behaviour Interactive,E
9113,MX vs. ATV Reflex,DS,2009.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14,,,,,Rainbow Studios,E
9114,Hero's Saga Laevatein Tactics,DS,2008.0,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,62.0,10.0,,,GungHo,T
9115,Cabela's Outdoor Adventures (2009),PS2,2009.0,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,,,6.6,5.0,Sand Grain Studios,T
9116,Cranium Kabookii,Wii,2007.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,64.0,9.0,5.4,13.0,Ubisoft Quebec,E
9117,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998.0,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,,,,,,
9118,Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,0.13,0.0,0.0,0.01,0.14,,,,,h.a.n.d. Inc.,E
9119,XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,88.0,28.0,8.0,116.0,Firaxis Games,T
9120,Naruto RPG 2: Chidori vs Rasengan,DS,2005.0,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,,,,,,
9121,Our House Party!,Wii,,Simulation,Unknown,0.13,0.0,0.0,0.01,0.14,,,,,,
9122,Pro Evolution Soccer 2015,XOne,2014.0,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,79.0,9.0,7.3,65.0,Konami,E
9123,Project V6,PS,1998.0,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,,,,,,
9124,Destruction Derby Raw,PS,2000.0,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,69.0,9.0,7.3,14.0,Studio 33,E
9125,Risen 2: Dark Waters,X360,2012.0,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.14,60.0,18.0,6.0,58.0,Piranha Bytes,M
9126,World Tour Soccer 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,78.0,21.0,8.3,7.0,SCEE London Studio,E
9127,Akiba's Trip,PSP,2011.0,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,,,,,,
9128,Arctic Tale,DS,2007.0,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,38.0,4.0,,,Atomic Planet Entertainment,E
9129,Bravo Air Race,PS,1997.0,Racing,THQ,0.08,0.05,0.0,0.01,0.14,,,,,,
9130,Onimusha Essentials,PS2,2008.0,Action,Capcom,0.07,0.05,0.0,0.02,0.14,,,,,Capcom,M
9131,Gundam: The Battle Master,PS,1997.0,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,,,,,,
9132,Ben 10 Galactic Racing,3DS,2011.0,Racing,D3Publisher,0.07,0.07,0.0,0.01,0.14,,,,,Monkey Bar Games,E
9133,ArmA II,PC,2009.0,Shooter,505 Games,0.0,0.12,0.0,0.02,0.14,77.0,38.0,7.5,589.0,Bohemia Interactive,M
9134,WWE 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.05,0.07,0.0,0.02,0.14,,,4.1,9.0,Yuke's,T
9135,Spyro: A Hero's Tail,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,64.0,17.0,9.1,10.0,Eurocom Entertainment Software,E
9136,¡Shin Chan Flipa en colores!,DS,2007.0,Platform,505 Games,0.0,0.0,0.14,0.0,0.14,,,,,,
9137,Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,85.0,60.0,8.9,1404.0,Colossal Order,E
9138,Drawn to Life Collection,DS,2010.0,Misc,THQ,0.13,0.0,0.0,0.01,0.14,,,,,5TH Cell,E
9139,Eternal Poison,PS2,2008.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,65.0,11.0,8.2,9.0,Flight-Plan,T
9140,Gretzky NHL 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,62.0,24.0,,,Page 44 Studios,E10+
9141,Gungrave: Overdose,PS2,2004.0,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,68.0,50.0,8.7,12.0,Seta Corporation,M
9142,Metal Slug Anthology,Wii,2006.0,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.14,73.0,38.0,8.0,22.0,Terminal Reality,T
9143,Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,
9144,The Orange Box,PC,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,96.0,34.0,9.3,1495.0,Valve Software,M
9145,Shovel Knight,3DS,2015.0,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,90.0,9.0,8.2,225.0,Yacht Club Games,E
9146,Pro Evolution Soccer 2015,X360,2014.0,Sports,Konami Digital Entertainment,0.05,0.08,0.0,0.01,0.14,,,6.8,29.0,Konami,E
9147,NBA ShootOut 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,53.0,10.0,,,989 Sports,E
9148,The Granstream Saga,PS,1997.0,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,
9149,Power Gig: Rise of the SixString,PS3,2010.0,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,36.0,10.0,0.5,4.0,Seven45 Studios,T
9150,Mr. Driller: Drill Spirits,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,70.0,35.0,8.9,9.0,Namco,E
9151,Bio FREAKS,N64,1998.0,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14,,,,,,
9152,Bassmasters 2000,N64,1999.0,Sports,THQ,0.11,0.03,0.0,0.0,0.14,,,,,,
9153,WCW Backstage Assault,N64,,Action,Unknown,0.11,0.03,0.0,0.0,0.14,,,,,,
9154,Micro Machines 64 Turbo,N64,1999.0,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,,,,,,
9155,Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.7,22.0,High Voltage Software,T
9156,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,,,,,,
9157,Eternal Eyes,PS,1999.0,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,,,,,,
9158,The Walking Dead: Season Two,XOne,2014.0,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,,,,,,
9159,Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,0.1,0.02,0.0,0.01,0.14,54.0,8.0,7.6,7.0,TopWare Interactive,E10+
9160,Fate/Unlimited Codes,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,
9161,Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,93.0,33.0,9.0,1497.0,BioWare,T
9162,The Operative: No One Lives Forever,PS2,2002.0,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,67.0,23.0,8.0,16.0,Monolith Productions,T
9163,Gallop & Ride!,Wii,2008.0,Sports,THQ,0.13,0.0,0.0,0.01,0.14,,,,,,
9164,Epidemic,PS,1995.0,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,,,,,,
9165,Monster House,GC,2006.0,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,60.0,18.0,,,Artificial Mind and Movement,E10+
9166,Backyard Sports: Sandlot Sluggers,DS,2010.0,Sports,Atari,0.13,0.0,0.0,0.01,0.14,,,,,Powerhead Games,E
9167,Dead or Alive 2,DC,2000.0,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,
9168,Buck Fever,Wii,2009.0,Sports,Destineer,0.13,0.0,0.0,0.01,0.14,,,,,Destineer,T
9169,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,
9170,Cabela's African Safari,X360,2006.0,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14,53.0,4.0,5.0,8.0,FUN Labs,T
9171,NCAA Basketball Final Four 97,PS,1997.0,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14,,,,,,
9172,Ecco the Dolphin: Defender of the Future,PS2,2002.0,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,71.0,17.0,8.5,11.0,Appaloosa Interactive,E
9173,Atari's Greatest Hits: Volume 1,DS,2010.0,Misc,Atari,0.13,0.0,0.0,0.01,0.14,,,,,,
9174,The Bombing Islands,PS,1997.0,Platform,Kemco,0.08,0.05,0.0,0.01,0.14,,,,,,
9175,Yogi Bear: The Video Game,DS,2010.0,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,,,,,,
9176,Earth Defense Force 2: Invaders from Planet Space,PSP,2011.0,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14,,,,,,
9177,Just Cause,X360,2006.0,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73.0,57.0,7.2,52.0,Avalanche Studios,M
9178,Hot Wheels: Beat That!,Wii,2007.0,Racing,Activision,0.13,0.0,0.0,0.01,0.14,,,5.3,9.0,Eutechnyx,E
9179,X-Blades,X360,2009.0,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,50.0,39.0,5.4,14.0,Gaijin Entertainment,M
9180,Odin Sphere: Leifthrasir,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,93.0,5.0,7.9,83.0,Vanillaware,T
9181,Homefront: The Revolution,XOne,2016.0,Shooter,Deep Silver,0.06,0.07,0.0,0.01,0.14,49.0,12.0,4.1,106.0,Deep Silver Dambuster Studios,M
9182,Gyakuten Saiban 2,GBA,2002.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,
9183,Godzilla: Save the Earth,XB,2004.0,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,63.0,22.0,8.2,6.0,"Pipeworks Software, Inc.",T
9184,Micro Machines,PS2,2002.0,Racing,Atari,0.07,0.05,0.0,0.02,0.14,54.0,6.0,,,Atari,E
9185,TRINITY: Souls of Zill O'll,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55.0,34.0,6.2,33.0,Omega Force,T
9186,Detective Barbie: The Mystery Cruise,PS,1999.0,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14,,,,,,
9187,Jim Henson's the Muppets: On With the Show!,GBA,2003.0,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14,,,,,,
9188,Desire,SAT,1997.0,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14,,,,,,
9189,Asphalt: Urban GT 2,DS,2006.0,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,,,6.9,13.0,Virtuos,E10+
9190,Pro Yaky? Spirits 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,
9191,Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.01,0.14,65.0,15.0,7.5,4.0,Sega,E
9192,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,71.0,5.0,5.5,6.0,TOSE,E10+
9193,Frank Thomas Big Hurt Baseball,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,
9194,Power Pro Kun Pocket 8,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,
9195,Enclave,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,66.0,28.0,8.4,13.0,Starbreeze,M
9196,Sid Meier's Pirates!,XB,2005.0,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14,,,,,,
9197,Wild ARMs XF,PSP,2007.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,64.0,22.0,6.6,19.0,Media Vision,E10+
9198,Bottom of the 9th,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,
9199,7 Days to Die,PS4,2016.0,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,45.0,16.0,5.9,140.0,The Fun Pimps Entertainment LLC,M
9200,Rayman Legends,PSV,2014.0,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,87.0,8.0,8.4,159.0,Ubisoft Montpellier,E10+
9201,Dino Crisis 3,XB,2003.0,Action,Capcom,0.08,0.03,0.03,0.0,0.14,51.0,28.0,4.1,22.0,Capcom,M
9202,NFL Blitz 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14,72.0,11.0,,,Point of View,E
9203,The King of Fighters '94 (CD),NG,1993.0,Fighting,SNK,0.0,0.0,0.14,0.0,0.14,,,,,,
9204,Horse Life Adventures,Wii,2008.0,Simulation,Deep Silver,0.12,0.01,0.0,0.01,0.14,,,,,Neko Entertainment,E
9205,College Hoops 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,82.0,18.0,5.2,6.0,Visual Concepts,E
9206,Risen,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,0.14,77.0,32.0,8.1,676.0,Piranha Bytes,M
9207,Barbie Explorer,PS,2001.0,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,,,,,,
9208,Disney's Chicken Little,XB,2005.0,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14,68.0,15.0,,,Avalanche Software,E10+
9209,Transformers: Devastation,XOne,2015.0,Action,Activision,0.09,0.04,0.0,0.01,0.14,75.0,25.0,7.9,55.0,PlatinumGames,T
9210,The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,Digital Extremes,M
9211,Age of Empires: Collector's Edition,PC,2000.0,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,,,8.0,6.0,Ensemble Studios,T
9212,Agile Warrior F-111X,PS,1995.0,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,,,,,,
9213,Jikkyou Powerful Pro Yakyuu Wii,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,
9214,Eragon,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,48.0,32.0,5.7,24.0,Stormfront Studios,T
9215,Dynasty Warriors 7: Empires,PS3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,63.0,20.0,8.0,22.0,Omega Force,T
9216,Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,83.0,9.0,7.4,5.0,Capcom,E
9217,Star Wars: Jedi Power Battles,GBA,2002.0,Action,THQ,0.1,0.04,0.0,0.0,0.14,58.0,8.0,,,HotGen,T
9218,Scene It? Bright Lights! Big Screen!,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,,,,,,
9219,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002.0,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14,,,,,,
9220,Bejeweled 3,X360,,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14,78.0,13.0,8.4,11.0,PopCap,E
9221,Space Venus starring Morning Musume,PS2,2001.0,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,
9222,To Heart,PS,1999.0,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14,,,,,,
9223,Let's Cheer,X360,2011.0,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,,,,,,
9224,RockMan & Forte,SNES,1998.0,Platform,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,
9225,Doukyuusei,TG16,1995.0,Adventure,NEC,0.0,0.0,0.14,0.0,0.14,,,,,,
9226,Dead Island Definitive Collection,PS4,2016.0,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14,63.0,32.0,6.4,45.0,Techland,M
9227,Dragon Age: Origins - Ultimate Edition,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,,,,,,
9228,MySims Collection,Wii,2010.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14,,,,,Full Fat,E
9229,Master Jin Jin's IQ Challenge,DS,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,38.0,4.0,,,Astroll,E
9230,Blazing Angels 2: Secret Missions of WWII,X360,2007.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,72.0,24.0,7.8,12.0,Ubisoft Romania,T
9231,The History Channel: Civil War - A Nation Divided,X360,2006.0,Shooter,Activision,0.13,0.0,0.0,0.01,0.14,,,,,,
9232,Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,60.0,10.0,7.2,6.0,Ubisoft,E
9233,FIFA 06 Soccer,GC,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,,,,,,
9234,DmC: Devil May Cry,XOne,2015.0,Action,Capcom,0.08,0.04,0.0,0.01,0.14,,,,,,
9235,How to Train Your Dragon,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.14,58.0,23.0,7.6,10.0,Etranges Libellules,E10+
9236,Farming Simulator 2012,3DS,2012.0,Action,Excalibur Publishing,0.0,0.12,0.0,0.01,0.14,,,,,,
9237,4x4 EVO 2,GC,2002.0,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14,56.0,7.0,,,Terminal Reality,E
9238,Pro Yakyuu Netsu Star 2006,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,
9239,Battlefield: Hardline,PC,2015.0,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,71.0,31.0,3.8,773.0,Visceral Games,M
9240,Cyber Sled,PS,1995.0,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14,,,,,,
9241,Puyo Puyo!! 20th Anniversary,DS,2011.0,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,
9242,Shining Soul,GBA,2002.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,58.0,13.0,8.5,8.0,Next Entertainment,E
9243,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.14,81.0,10.0,8.6,73.0,Starbreeze,T
9244,Monster Lab,DS,2008.0,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,75.0,8.0,,,Backbone Entertainment,E10+
9245,In the Hunt,PS,1995.0,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,,,,,,
9246,Daytona USA Championship Circuit Edition,SAT,1995.0,Racing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,
9247,Marvel vs. Capcom 2: New Age of Heroes,XB,2002.0,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14,,,,,,
9248,SNK vs. Capcom: The Match of the Millennium,PS2,2006.0,Fighting,Sega,0.0,0.02,0.0,0.12,0.14,,,,,,
9249,Dead Rising 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14,78.0,17.0,6.3,211.0,Blue Castle Games,M
9250,Paws & Claws: Pet Vet 2,DS,2007.0,Simulation,THQ,0.13,0.0,0.0,0.01,0.14,,,,,,
9251,Ape Escape Academy (jp sales),PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14,,,,,,
9252,Fear Factor: Unleashed,GBA,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30.0,15.0,3.0,4.0,DC Studios,T
9253,Hard Rock Casino,PSP,2007.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,44.0,8.0,,,Farsight Studios,T
9254,Robots,DS,2005.0,Action,Vivendi Games,0.12,0.0,0.0,0.01,0.14,,,6.7,6.0,Griptonite Games,E
9255,Houshinengi,PS,1998.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14,,,,,,
9256,7th Dragon,DS,2009.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,
9257,Bust-A-Move Deluxe,PSP,2006.0,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14,67.0,7.0,,,Taito Corporation,E
9258,Murdered: Soul Suspect,PS3,2014.0,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,,,7.1,55.0,Airtight Games,M
9259,Pet Pals: Animal Doctor,Wii,2008.0,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14,,,,,Legacy Interactive,E10+
9260,LEGO Island Xtreme Stunts,GBA,2002.0,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14,,,,,,
9261,Shining Resonance,PS3,2014.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,
9262,Heroes over Europe,X360,2009.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.14,62.0,39.0,8.1,9.0,Transmission Games,T
9263,Alvin and the Chipmunks,DS,2007.0,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,0.14,,,,,Sensory Sweep,E
9264,Create,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0,EA Bright Light,E
9265,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,
9266,UEFA Euro 2004: Portugal,PS2,2004.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,76.0,21.0,6.4,18.0,EA Canada,E
9267,Happy Feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,46.0,11.0,6.7,16.0,Artificial Mind and Movement,E
9268,Hot Wheels: World Race,GBA,2003.0,Racing,THQ,0.1,0.04,0.0,0.0,0.14,,,6.2,5.0,THQ,E
